home,home_abb,home_seed,home_score,away,away_abb,away_seed,away_score,location,innings,date,year,home_conf,away_conf
Arkansas St.,ARST,NA,13,Illinois St.,ILST,NA,4,NA,9,2015-02-14,2015,Sun Belt,MVC
Alabama A&M,AAMU,NA,14,Purdue Fort Wayne,PUFW,NA,4,NA,7,2015-02-14,2015,SWAC,Summit League
Winthrop,WIN,NA,2,Kent St.,KENT,NA,1,NA,9,2015-02-14,2015,Big South,MAC
San Diego,USD,NA,5,Morehead St.,MRST,NA,8,NA,9,2015-02-14,2015,WCC,OVC
George Washington,GWU,NA,5,NJIT,NJIT,NA,1,NA,9,2015-02-14,2015,Atlantic 10,Independent
Troy,TROY,NA,8,Northwestern St.,NWST,NA,7,NA,9,2015-02-14,2015,Sun Belt,Southland
UC Riverside,UCR,NA,6,Portland,POR,NA,1,NA,9,2015-02-14,2015,Big West,WCC
Miami (FL),MIAM,NA,9,Rutgers,RUT,NA,5,NA,9,2015-02-14,2015,ACC,Big Ten
Seattle U,SEA,NA,2,Saint Mary's (CA),SMC,NA,7,NA,7,2015-02-14,2015,WAC,WCC
Texas Tech,TTU,NA,15,San Francisco,SF,NA,6,NA,9,2015-02-14,2015,Big 12,WCC
Rice,RICE,NA,10,Texas,UT,NA,9,NA,9,2015-02-14,2015,C-USA,Big 12
N.C. A&T,NCAT,NA,6,Navy,NAVY,NA,11,NA,9,2015-02-14,2015,MEAC,Patriot
Kennesaw St.,KENN,NA,2,St. John's (NY),SJ,NA,6,NA,9,2015-02-14,2015,ASUN,Big East
The Citadel,CIT,NA,8,Air Force,AFA,NA,3,NA,9,2015-02-14,2015,SoCon,MWC
Little Rock,LR,NA,2,Evansville,EVAN,NA,7,NA,9,2015-02-14,2015,Sun Belt,MVC
East Carolina,ECU,NA,2,Virginia,UVA,NA,9,NA,9,2015-02-14,2015,AAC,ACC
South Carolina,SC,NA,7,Col. of Charleston,COC,NA,1,NA,9,2015-02-14,2015,SEC,CAA
UNC Asheville,UNCA,NA,12,Ohio,OHIO,NA,14,NA,9,2015-02-14,2015,Big South,MAC
Arkansas,ARK,NA,13,North Dakota St.,NDSU,NA,2,NA,9,2015-02-14,2015,SEC,Summit League
Georgia Tech,GT,NA,4,Fordham,FORD,NA,9,NA,9,2015-02-14,2015,ACC,Atlantic 10
Jacksonville St.,JVST,NA,9,Youngstown St.,YSU,NA,4,NA,9,2015-02-14,2015,OVC,Horizon
Campbell,CAMP,NA,6,Northern Ky.,NKU,NA,2,NA,9,2015-02-14,2015,Big South,ASUN
Lamar University,LAM,NA,1,Illinois,ILL,NA,8,NA,9,2015-02-14,2015,Southland,Big Ten
Ole Miss,MISS,NA,1,William & Mary,WM,NA,8,NA,9,2015-02-14,2015,SEC,CAA
North Carolina,UNC,NA,10,Seton Hall,SET,NA,4,NA,9,2015-02-14,2015,ACC,Big East
Georgia St.,GAST,NA,7,Liberty,LIB,NA,10,NA,11,2015-02-14,2015,Sun Belt,Big South
Elon,ELON,NA,7,Penn St.,PSU,NA,2,NA,9,2015-02-14,2015,CAA,Big Ten
Lipscomb,LIP,NA,8,Butler,BUT,NA,8,NA,9,2015-02-14,2015,ASUN,Big East
Vanderbilt,VAN,NA,6,Santa Clara,SCU,NA,7,NA,9,2015-02-14,2015,SEC,WCC
Texas Southern,TSU,NA,7,NA,NA,NA,4,NA,9,2015-02-14,2015,SWAC,NA
Tennessee Tech,TNTC,NA,8,Longwood,LU,NA,7,NA,9,2015-02-14,2015,OVC,Big South
UAB,UAB,NA,7,Western Mich.,WMU,NA,2,NA,9,2015-02-14,2015,C-USA,MAC
Charleston So.,CHSO,NA,10,Chicago St.,CSU,NA,8,NA,9,2015-02-14,2015,Big South,WAC
Western Caro.,WCU,NA,15,Purdue,PUR,NA,4,NA,9,2015-02-14,2015,SoCon,Big Ten
Mississippi St.,MSST,NA,7,Miami (OH),MU,NA,1,NA,9,2015-02-14,2015,SEC,MAC
Oral Roberts,ORU,NA,6,Memphis,MEM,NA,3,NA,9,2015-02-14,2015,Summit League,AAC
Texas Tech,TTU,NA,13,San Francisco,SF,NA,5,NA,9,2015-02-14,2015,Big 12,WCC
Rice,RICE,NA,5,Texas,UT,NA,2,NA,9,2015-02-14,2015,C-USA,Big 12
Seattle U,SEA,NA,4,Saint Mary's (CA),SMC,NA,7,NA,9,2015-02-14,2015,WAC,WCC
Georgia St.,GAST,NA,1,Liberty,LIB,NA,9,NA,9,2015-02-14,2015,Sun Belt,Big South
Kennesaw St.,KENN,NA,10,St. John's (NY),SJ,NA,5,NA,9,2015-02-14,2015,ASUN,Big East
Miami (FL),MIAM,NA,9,Rutgers,RUT,NA,3,NA,9,2015-02-14,2015,ACC,Big Ten
The Citadel,CIT,NA,6,Air Force,AFA,NA,5,NA,9,2015-02-14,2015,SoCon,MWC
Little Rock,LR,NA,3,Evansville,EVAN,NA,16,NA,7,2015-02-14,2015,Sun Belt,MVC
East Carolina,ECU,NA,2,Virginia,UVA,NA,4,NA,9,2015-02-14,2015,AAC,ACC
Tennessee Tech,TNTC,NA,12,Longwood,LU,NA,2,NA,9,2015-02-14,2015,OVC,Big South
South Carolina,SC,NA,8,Col. of Charleston,COC,NA,3,NA,9,2015-02-14,2015,SEC,CAA
UNC Asheville,UNCA,NA,3,Ohio,OHIO,NA,10,NA,9,2015-02-14,2015,Big South,MAC
Arkansas,ARK,NA,12,North Dakota St.,NDSU,NA,1,NA,9,2015-02-14,2015,SEC,Summit League
Campbell,CAMP,NA,5,Northern Ky.,NKU,NA,6,NA,9,2015-02-14,2015,Big South,ASUN
Jacksonville St.,JVST,NA,10,Youngstown St.,YSU,NA,5,NA,9,2015-02-14,2015,OVC,Horizon
Lamar University,LAM,NA,9,New Mexico St.,NMST,NA,2,NA,9,2015-02-14,2015,Southland,WAC
Oral Roberts,ORU,NA,1,Memphis,MEM,NA,6,NA,9,2015-02-14,2015,Summit League,AAC
Ole Miss,MISS,NA,16,William & Mary,WM,NA,2,NA,9,2015-02-14,2015,SEC,CAA
N.C. A&T,NCAT,NA,10,Navy,NAVY,NA,9,NA,9,2015-02-14,2015,MEAC,Patriot
North Carolina,UNC,NA,9,Seton Hall,SET,NA,5,NA,9,2015-02-14,2015,ACC,Big East
Elon,ELON,NA,11,Penn St.,PSU,NA,6,NA,9,2015-02-14,2015,CAA,Big Ten
Lipscomb,LIP,NA,8,Butler,BUT,NA,3,NA,9,2015-02-14,2015,ASUN,Big East
Vanderbilt,VAN,NA,6,Santa Clara,SCU,NA,5,NA,10,2015-02-14,2015,SEC,WCC
Texas Southern,TSU,NA,6,NA,NA,NA,7,NA,9,2015-02-14,2015,SWAC,NA
UAB,UAB,NA,2,Western Mich.,WMU,NA,1,NA,9,2015-02-14,2015,C-USA,MAC
Charleston So.,CHSO,NA,12,Chicago St.,CSU,NA,11,NA,9,2015-02-14,2015,Big South,WAC
Mississippi St.,MSST,NA,19,Cincinnati,UC,NA,5,NA,9,2015-02-14,2015,SEC,AAC
N.C. Central,NCCU,NA,3,Norfolk St.,NORF,NA,5,NA,7,2015-02-14,2015,MEAC,MEAC
Missouri,MIZ,NA,14,Iona,IONA,NA,2,"@Cary, N.C.",7,2015-02-14,2015,SEC,MAAC
Milwaukee,MIL,NA,11,Maine,UME,NA,7,"@Winter Haven, Fla.",9,2015-02-14,2015,Horizon,America East
UC Santa Barbara,UCSB,NA,3,BYU,BYU,NA,1,NA,9,2015-02-14,2015,Big West,WCC
FGCU,FGCU,NA,6,Central Mich.,CMU,NA,7,NA,12,2015-02-14,2015,ASUN,MAC
Presbyterian,PRES,NA,3,Delaware St.,DEST,NA,2,NA,7,2015-02-14,2015,Big South,MEAC
Arkansas St.,ARST,NA,11,Illinois St.,ILST,NA,5,NA,9,2015-02-14,2015,Sun Belt,MVC
Alabama A&M,AAMU,NA,5,Purdue Fort Wayne,PUFW,NA,12,NA,5,2015-02-14,2015,SWAC,Summit League
Winthrop,WIN,NA,5,Kent St.,KENT,NA,9,NA,9,2015-02-14,2015,Big South,MAC
Georgia Tech,GT,NA,7,Fordham,FORD,NA,5,NA,9,2015-02-14,2015,ACC,Atlantic 10
San Diego,USD,NA,2,Morehead St.,MRST,NA,4,NA,9,2015-02-14,2015,WCC,OVC
George Washington,GWU,NA,2,NJIT,NJIT,NA,6,NA,9,2015-02-14,2015,Atlantic 10,Independent
Troy,TROY,NA,5,Northwestern St.,NWST,NA,0,NA,9,2015-02-14,2015,Sun Belt,Southland
UC Riverside,UCR,NA,8,Portland,POR,NA,4,NA,9,2015-02-14,2015,Big West,WCC
Western Caro.,WCU,NA,5,Purdue,PUR,NA,9,NA,9,2015-02-14,2015,SoCon,Big Ten
Mississippi Val.,MVSU,NA,4,UIC,UIC,NA,12,NA,1,2015-02-14,2015,SWAC,Horizon
Mississippi Val.,MVSU,NA,5,UIC,UIC,NA,4,NA,1,2015-02-14,2015,SWAC,Horizon
Mississippi Val.,MVSU,NA,5,UIC,UIC,NA,12,NA,1,2015-02-14,2015,SWAC,Horizon
Lipscomb,LIP,NA,9,Butler,BUT,NA,8,NA,1,2015-02-14,2015,ASUN,Big East
Mississippi Val.,MVSU,NA,4,UIC,UIC,NA,4,NA,1,2015-02-14,2015,SWAC,Horizon
Furman,FURM,NA,3,NA,NA,NA,11,NA,9,2015-02-15,2015,SoCon,NA
Ga. Southern,GASO,NA,9,Bethune-Cookman,BCU,NA,8,NA,9,2015-02-15,2015,Sun Belt,MEAC
Auburn,AUB,NA,13,Binghamton,BING,NA,2,NA,9,2015-02-15,2015,SEC,America East
Grand Canyon,GCU,NA,30,Bradley,BRAD,NA,7,NA,9,2015-02-15,2015,WAC,MVC
Gardner-Webb,GW,NA,6,NA,NA,NA,3,NA,9,2015-02-15,2015,Big South,NA
Baylor,BAY,NA,6,Cal Poly,CP,NA,0,NA,9,2015-02-15,2015,Big 12,Big West
Texas St.,TXST,NA,7,UC Davis,UCD,NA,7,NA,10,2015-02-15,2015,Sun Belt,Big West
Fresno St.,FRES,NA,7,UC Irvine,UCI,NA,5,NA,9,2015-02-15,2015,MWC,Big West
FGCU,FGCU,NA,2,Central Mich.,CMU,NA,5,NA,9,2015-02-15,2015,ASUN,MAC
Mississippi St.,MSST,NA,16,Cincinnati,UC,NA,7,NA,9,2015-02-15,2015,SEC,AAC
Fla. Atlantic,FAU,NA,5,UConn,CONN,NA,4,NA,9,2015-02-15,2015,C-USA,AAC
CSU Bakersfield,CSUB,NA,4,Creighton,CREI,NA,10,NA,9,2015-02-15,2015,WAC,Big East
Wofford,WOF,NA,9,Dayton,DAY,NA,7,NA,9,2015-02-15,2015,SoCon,Atlantic 10
Presbyterian,PRES,NA,2,Delaware St.,DEST,NA,1,NA,9,2015-02-15,2015,Big South,MEAC
California,CAL,NA,7,Duke,DUKE,NA,12,NA,9,2015-02-15,2015,Pac-12,ACC
Georgia,UGA,NA,11,Eastern Ill.,EIU,NA,1,NA,9,2015-02-15,2015,SEC,OVC
Arizona,ARIZ,NA,6,Eastern Mich.,EMU,NA,2,NA,9,2015-02-15,2015,Pac-12,MAC
La.-Monroe,ULM,NA,7,Grambling,GSU,NA,3,NA,9,2015-02-15,2015,Sun Belt,SWAC
UCLA,UCLA,NA,11,Hofstra,HOF,NA,7,NA,9,2015-02-15,2015,Pac-12,CAA
Texas A&M,TAMU,NA,6,Holy Cross,HC,NA,1,NA,9,2015-02-15,2015,SEC,Patriot
Lamar University,LAM,NA,3,Illinois,ILL,NA,9,NA,9,2015-02-15,2015,Southland,Big Ten
Stanford,STAN,NA,4,Indiana,IU,NA,3,NA,9,2015-02-15,2015,Pac-12,Big Ten
LSU,LSU,NA,7,Kansas,KU,NA,4,NA,9,2015-02-15,2015,SEC,Big 12
Stetson,STE,NA,7,La Salle,LS,NA,4,NA,9,2015-02-15,2015,ASUN,Atlantic 10
Southeastern La.,SELA,NA,7,Louisiana Tech,LTU,NA,1,NA,9,2015-02-15,2015,Southland,C-USA
Florida A&M,FAMU,NA,9,Marshall,MRSH,NA,10,NA,9,2015-02-15,2015,MEAC,C-USA
Alabama,ALA,NA,19,UMES,UMES,NA,0,NA,9,2015-02-15,2015,SEC,MEAC
Long Beach St.,LBST,NA,3,Michigan,UM,NA,5,NA,10,2015-02-15,2015,Big West,Big Ten
Jacksonville,JAC,NA,11,Middle Tenn.,MTU,NA,2,NA,9,2015-02-15,2015,ASUN,C-USA
Houston,UH,NA,5,Minnesota,MIN,NA,4,NA,9,2015-02-15,2015,AAC,Big Ten
DBU,DBU,NA,7,Monmouth,MON,NA,2,NA,9,2015-02-15,2015,MVC,MAAC
San Diego,USD,NA,6,Morehead St.,MRST,NA,5,NA,9,2015-02-15,2015,WCC,OVC
Southern Miss.,USM,NA,6,Murray St.,MUR,NA,5,NA,9,2015-02-15,2015,C-USA,OVC
UNLV,UNLV,NA,3,Nebraska,NEB,NA,0,NA,9,2015-02-15,2015,MWC,Big Ten
Abilene Christian,ACU,NA,2,Nevada,NEV,NA,3,NA,9,2015-02-15,2015,Southland,MWC
South Alabama,SAU,NA,8,New Orleans,UNO,NA,6,NA,9,2015-02-15,2015,Sun Belt,Southland
NA,NA,NA,3,Northeastern,NEU,NA,9,NA,9,2015-02-15,2015,NA,CAA
Troy,TROY,NA,5,Northwestern St.,NWST,NA,9,NA,9,2015-02-15,2015,Sun Belt,Southland
Oklahoma,OU,NA,1,Notre Dame,ND,NA,5,NA,9,2015-02-15,2015,Big 12,ACC
Florida St.,FSU,NA,5,Oakland,OAK,NA,1,NA,9,2015-02-15,2015,ACC,Horizon
Arizona St.,ASU,NA,8,Oklahoma St.,OKST,NA,9,NA,9,2015-02-15,2015,Pac-12,Big 12
Hawaii,HAW,NA,10,Oregon,UO,NA,1,NA,9,2015-02-15,2015,Big West,Pac-12
UC Riverside,UCR,NA,9,Portland,POR,NA,7,NA,9,2015-02-15,2015,Big West,WCC
Houston Baptist,HBU,NA,15,Prairie View,PV,NA,0,NA,9,2015-02-15,2015,Southland,SWAC
Samford,SAMF,NA,4,Radford,RAD,NA,8,NA,9,2015-02-15,2015,SoCon,Big South
Florida,UF,NA,6,Rhode Island,URI,NA,1,NA,9,2015-02-15,2015,SEC,Atlantic 10
Miami (FL),MIAM,NA,25,Rutgers,RUT,NA,4,NA,9,2015-02-15,2015,ACC,Big Ten
Seattle U,SEA,NA,6,Saint Mary's (CA),SMC,NA,11,NA,9,2015-02-15,2015,WAC,WCC
A&M-Corpus Christi,AMCC,NA,8,Saint Peter's,SAIN,NA,5,NA,9,2015-02-15,2015,Southland,MAAC
Texas Tech,TTU,NA,9,San Francisco,SF,NA,7,NA,9,2015-02-15,2015,Big 12,WCC
NA,NA,NA,16,San Jose St.,SJSU,NA,4,NA,9,2015-02-15,2015,NA,MWC
UCF,UCF,NA,11,Siena,SIE,NA,0,NA,9,2015-02-15,2015,AAC,MAAC
TCU,TCU,NA,11,Southern Ill.,SIU,NA,0,NA,9,2015-02-15,2015,Big 12,MVC
Oklahoma,OU,NA,9,SIUE,SIUE,NA,1,NA,9,2015-02-15,2015,Big 12,OVC
UTSA,UTSA,NA,11,Louisiana,ULL,NA,5,NA,9,2015-02-15,2015,C-USA,Sun Belt
Nicholls St.,NIST,NA,10,Stony Brook,SB,NA,0,NA,9,2015-02-15,2015,Southland,America East
FIU,FIU,NA,3,Tennessee,TENN,NA,0,NA,9,2015-02-15,2015,C-USA,SEC
Jackson St.,JKST,NA,9,UT Martin,UTM,NA,4,NA,9,2015-02-15,2015,SWAC,OVC
SFA,SFA,NA,9,UT Arlington,UTA,NA,18,NA,9,2015-02-15,2015,Southland,Sun Belt
Rice,RICE,NA,3,Texas,UT,NA,4,NA,10,2015-02-15,2015,C-USA,Big 12
Southern California,USC,NA,8,Towson,TOW,NA,6,NA,9,2015-02-15,2015,Pac-12,CAA
Pepperdine,PEPP,NA,2,Tulane,TUL,NA,1,NA,9,2015-02-15,2015,WCC,AAC
San Diego St.,SDSU,NA,3,Valparaiso,VAL,NA,0,NA,9,2015-02-15,2015,MWC,Horizon
North Florida,UNF,NA,1,VMI,VMI,NA,2,NA,9,2015-02-15,2015,ASUN,SoCon
Pacific,PAC,NA,0,Washington,UW,NA,4,NA,9,2015-02-15,2015,WCC,Pac-12
Clemson,CLEM,NA,1,West Virginia,WVU,NA,6,NA,9,2015-02-15,2015,ACC,Big 12
Sam Houston St.,SHSU,NA,9,Wichita St.,WICH,NA,3,NA,9,2015-02-15,2015,Southland,MVC
McNeese,MCNS,NA,7,Ark.-Pine Bluff,ARPB,NA,1,NA,9,2015-02-15,2015,Southland,SWAC
Texas Southern,TSU,NA,13,NA,NA,NA,8,NA,9,2015-02-15,2015,SWAC,NA
Northern Ill.,NIU,NA,9,South Dakota St.,SDST,NA,6,"@Clarksville, TN",9,2015-02-15,2015,MAC,Summit League
Louisville,UL,NA,6,Cal St. Fullerton,CSF,NA,8,"@Clearwater, Fla.",9,2015-02-15,2015,ACC,Big West
South Fla.,USF,NA,12,Alabama St.,ALST,NA,4,"@Clearwater, Fla.",9,2015-02-15,2015,AAC,SWAC
Canisius,CAN,NA,8,Old Dominion,ODU,NA,6,"@Conway, S.C.",9,2015-02-15,2015,MAAC,C-USA
Central Ark.,UCA,NA,8,Indiana St.,INST,NA,5,"@Monroe, La.",9,2015-02-15,2015,Southland,MVC
Missouri St.,MOST,NA,12,Washington St.,WSU,NA,0,"@Nacogdoches, Texas",9,2015-02-15,2015,MVC,Pac-12
Utah Valley,UVU,NA,4,Gonzaga,GU,NA,6,"@Northridge, CA",9,2015-02-15,2015,WAC,WCC
Omaha,OMA,NA,5,North Dakota St.,NDSU,NA,4,"@Phoenix, AZ",9,2015-02-15,2015,Summit League,Summit League
George Mason,GMU,NA,1,Iowa,IOWA,NA,4,"@Port Charlotte, Fla.",9,2015-02-15,2015,Atlantic 10,Big Ten
Pittsburgh,PITT,NA,0,Ohio St.,OSU,NA,8,"@Port Charlotte, Fla.",9,2015-02-15,2015,ACC,Big Ten
Kansas St.,KSU,NA,4,Saint Louis,SLU,NA,7,"@Port Charlotte, Fla.",9,2015-02-15,2015,Big 12,Atlantic 10
Boston College,BC,NA,4,Xavier,XAV,NA,9,"@Spartanburg, S.C.",9,2015-02-15,2015,ACC,Big East
Michigan St.,MSU,NA,3,Northwestern,NW,NA,2,"@Surprise, Ariz.",9,2015-02-15,2015,Big Ten,Big Ten
Oregon St.,ORST,NA,4,New Mexico,NMU,NA,7,"@Surprise, Ariz.",9,2015-02-15,2015,Pac-12,MWC
Milwaukee,MIL,NA,4,Maine,UME,NA,6,"@Winter Haven, Fla.",9,2015-02-15,2015,Horizon,America East
Sacramento St.,SAC,NA,3,Utah,UTAH,NA,1,NA,9,2015-02-15,2015,WAC,Pac-12
Mercer,MER,NA,4,Virginia Tech,VTU,NA,5,NA,9,2015-02-15,2015,SoCon,ACC
CSUN,CSUN,NA,5,Gonzaga,GU,NA,1,NA,9,2015-02-15,2015,Big West,WCC
UC Santa Barbara,UCSB,NA,5,BYU,BYU,NA,4,NA,9,2015-02-16,2015,Big West,WCC
Stanford,STAN,NA,1,California,CAL,NA,11,NA,9,2015-02-16,2015,Pac-12,Pac-12
Coastal Caro.,CCU,NA,13,Canisius,CAN,NA,3,NA,9,2015-02-16,2015,Big South,MAAC
Hawaii,HAW,NA,2,Oregon,UO,NA,3,NA,9,2015-02-16,2015,Big West,Pac-12
Sacramento St.,SAC,NA,8,Utah,UTAH,NA,7,NA,9,2015-02-16,2015,WAC,Pac-12
SFA,SFA,NA,3,Washington St.,WSU,NA,4,NA,9,2015-02-16,2015,Southland,Pac-12
Pacific,PAC,NA,1,Washington,UW,NA,12,NA,9,2015-02-16,2015,WCC,Pac-12
Oregon St.,ORST,NA,2,New Mexico,NMU,NA,5,"@Surprise, Ariz.",9,2015-02-16,2015,Pac-12,MWC
Savannah St.,SVST,NA,6,Air Force,AFA,NA,1,NA,9,2015-02-16,2015,MEAC,MWC
South Alabama,SAU,NA,7,Auburn,AUB,NA,4,NA,9,2015-02-17,2015,Sun Belt,SEC
Mercer,MER,NA,1,Georgia St.,GAST,NA,14,NA,7,2015-02-17,2015,SoCon,Sun Belt
South Carolina,SC,NA,5,Furman,FURM,NA,2,NA,9,2015-02-17,2015,SEC,SoCon
Ga. Southern,GASO,NA,4,Georgia Tech,GT,NA,7,NA,9,2015-02-17,2015,Sun Belt,ACC
Rice,RICE,NA,5,Houston Baptist,HBU,NA,2,NA,9,2015-02-17,2015,C-USA,Southland
McNeese,MCNS,NA,4,Louisiana Tech,LTU,NA,2,NA,9,2015-02-17,2015,Southland,C-USA
San Diego St.,SDSU,NA,7,NA,NA,NA,6,NA,9,2015-02-17,2015,MWC,NA
Grand Canyon,GCU,NA,7,UNLV,UNLV,NA,0,NA,9,2015-02-17,2015,WAC,MWC
Texas Tech,TTU,NA,4,Nevada,NEV,NA,8,NA,9,2015-02-17,2015,Big 12,MWC
Arizona,ARIZ,NA,7,North Dakota St.,NDSU,NA,2,NA,9,2015-02-17,2015,Pac-12,Summit League
Long Beach St.,LBST,NA,3,Pepperdine,PEPP,NA,2,NA,9,2015-02-17,2015,Big West,WCC
Texas St.,TXST,NA,0,Sam Houston St.,SHSU,NA,10,NA,9,2015-02-17,2015,Sun Belt,Southland
San Jose St.,SJSU,NA,11,San Francisco,SF,NA,8,NA,9,2015-02-17,2015,MWC,WCC
UC Davis,UCD,NA,4,Santa Clara,SCU,NA,1,NA,9,2015-02-17,2015,Big West,WCC
Jackson St.,JKST,NA,10,Southeastern La.,SELA,NA,19,NA,9,2015-02-17,2015,SWAC,Southland
Cal St. Fullerton,CSF,NA,4,Southern California,USC,NA,6,NA,9,2015-02-17,2015,Big West,Pac-12
Texas A&M,TAMU,NA,6,SFA,SFA,NA,0,NA,9,2015-02-17,2015,SEC,Southland
TCU,TCU,NA,4,UT Arlington,UTA,NA,1,NA,9,2015-02-17,2015,Big 12,Sun Belt
Texas,UT,NA,14,UTSA,UTSA,NA,2,NA,9,2015-02-17,2015,Big 12,C-USA
Baylor,BAY,NA,6,DBU,DBU,NA,9,NA,9,2015-02-17,2015,Big 12,MVC
Portland,POR,NA,9,Seattle U,SEA,NA,0,NA,9,2015-02-17,2015,WCC,WAC
Prairie View,PV,NA,4,NA,NA,NA,14,NA,9,2015-02-17,2015,SWAC,NA
Coastal Caro.,CCU,NA,3,Canisius,CAN,NA,14,NA,9,2015-02-17,2015,Big South,MAAC
CSUN,CSUN,NA,3,UCLA,UCLA,NA,7,NA,9,2015-02-17,2015,Big West,Pac-12
Fresno St.,FRES,NA,6,Cal Poly,CP,NA,7,NA,9,2015-02-17,2015,MWC,Big West
Auburn,AUB,NA,7,Alabama St.,ALST,NA,5,NA,9,2015-02-18,2015,SEC,SWAC
Mercer,MER,NA,2,Kennesaw St.,KENN,NA,8,NA,9,2015-02-18,2015,SoCon,ASUN
North Florida,UNF,NA,16,The Citadel,CIT,NA,9,NA,9,2015-02-18,2015,ASUN,SoCon
Stetson,STE,NA,12,FIU,FIU,NA,2,NA,9,2015-02-18,2015,ASUN,C-USA
Jacksonville,JAC,NA,5,Florida St.,FSU,NA,3,NA,9,2015-02-18,2015,ASUN,ACC
South Fla.,USF,NA,3,Florida,UF,NA,13,NA,9,2015-02-18,2015,AAC,SEC
Hawaii,HAW,NA,2,Hofstra,HOF,NA,3,NA,9,2015-02-18,2015,Big West,CAA
UNCW,UNCW,NA,10,Wake Forest,WF,NA,3,NA,9,2015-02-18,2015,CAA,ACC
McNeese,MCNS,NA,2,Louisiana Tech,LTU,NA,12,NA,9,2015-02-18,2015,Southland,C-USA
Fla. Atlantic,FAU,NA,5,Miami (FL),MIAM,NA,3,NA,9,2015-02-18,2015,C-USA,ACC
Southern Miss.,USM,NA,6,New Orleans,UNO,NA,7,NA,9,2015-02-18,2015,C-USA,Southland
LSU,LSU,NA,3,Nicholls St.,NIST,NA,6,NA,9,2015-02-18,2015,SEC,Southland
Arizona,ARIZ,NA,11,North Dakota St.,NDSU,NA,1,NA,9,2015-02-18,2015,Pac-12,Summit League
Arizona St.,ASU,NA,7,Oklahoma,OU,NA,4,NA,9,2015-02-18,2015,Pac-12,Big 12
Northwestern St.,NWST,NA,3,Louisiana,ULL,NA,7,NA,9,2015-02-18,2015,Southland,Sun Belt
Houston,UH,NA,11,Texas Southern,TSU,NA,5,NA,9,2015-02-18,2015,AAC,SWAC
Southeastern La.,SELA,NA,4,Tulane,TUL,NA,5,NA,9,2015-02-18,2015,Southland,AAC
Presbyterian,PRES,NA,4,Wofford,WOF,NA,7,NA,9,2015-02-18,2015,Big South,SoCon
Grambling,GSU,NA,12,NA,NA,NA,2,NA,9,2015-02-18,2015,SWAC,NA
UCF,UCF,NA,10,Bethune-Cookman,BCU,NA,2,NA,9,2015-02-18,2015,AAC,MEAC
San Diego St.,SDSU,NA,6,UC Riverside,UCR,NA,2,NA,9,2015-02-19,2015,MWC,Big West
Kansas St.,KSU,NA,3,Utah,UTAH,NA,2,"@,",9,2015-02-19,2015,Big 12,Pac-12
Southern California,USC,NA,5,Kentucky,UK,NA,2,NA,9,2015-02-19,2015,Pac-12,SEC
A&M-Corpus Christi,AMCC,NA,3,Missouri,MIZ,NA,2,NA,9,2015-02-19,2015,Southland,SEC
Oregon,UO,NA,3,New Mexico St.,NMST,NA,1,NA,9,2015-02-19,2015,Pac-12,WAC
Alcorn,ALCN,NA,6,Southeast Mo. St.,SEMO,NA,13,NA,9,2015-02-19,2015,SWAC,OVC
Hawaii,HAW,NA,7,Hofstra,HOF,NA,4,NA,9,2015-02-19,2015,Big West,CAA
Oklahoma St.,OKST,NA,3,Oregon St.,ORST,NA,5,"@Surprise, Ariz.",9,2015-02-19,2015,Big 12,Pac-12
Washington St.,WSU,NA,4,Oklahoma,OU,NA,3,"@Mesa, Ariz.",9,2015-02-19,2015,Pac-12,Big 12
Kansas,KU,NA,11,Washington,UW,NA,8,"@Mesa, Ariz.",9,2015-02-19,2015,Big 12,Pac-12
Mississippi Val.,MVSU,NA,15,NA,NA,NA,10,"@Moorehead, MS",9,2015-02-19,2015,SWAC,NA
BYU,BYU,NA,3,Nebraska,NEB,NA,6,"@Peoria, Arizona",9,2015-02-19,2015,WCC,Big Ten
Notre Dame,ND,NA,14,NA,NA,NA,1,"@San Antonio, Texas",9,2015-02-19,2015,ACC,NA
Prairie View,PV,NA,4,NA,NA,NA,6,NA,9,2015-02-19,2015,SWAC,NA
Prairie View,PV,NA,14,NA,NA,NA,12,NA,9,2015-02-19,2015,SWAC,NA
UTRGV,UTRG,NA,3,Abilene Christian,ACU,NA,1,NA,9,2015-02-20,2015,WAC,Southland
Houston,UH,NA,3,Alabama,ALA,NA,1,NA,9,2015-02-20,2015,AAC,SEC
New Orleans,UNO,NA,5,Alcorn,ALCN,NA,0,NA,9,2015-02-20,2015,Southland,SWAC
Samford,SAMF,NA,11,Austin Peay,PEAY,NA,3,NA,9,2015-02-20,2015,SoCon,OVC
McNeese,MCNS,NA,0,Bradley,BRAD,NA,5,NA,9,2015-02-20,2015,Southland,MVC
UTSA,UTSA,NA,8,Bryant,BRY,NA,6,NA,9,2015-02-20,2015,C-USA,NEC
Pepperdine,PEPP,NA,6,Butler,BUT,NA,3,NA,9,2015-02-20,2015,WCC,Big East
Nevada,NEV,NA,9,Fresno St.,FRES,NA,8,NA,10,2015-02-20,2015,MWC,MWC
Seattle U,SEA,NA,0,CSUN,CSUN,NA,1,NA,9,2015-02-20,2015,WAC,Big West
California,CAL,NA,6,UC Irvine,UCI,NA,1,NA,9,2015-02-20,2015,Pac-12,Big West
San Diego St.,SDSU,NA,2,UC Riverside,UCR,NA,3,NA,9,2015-02-20,2015,MWC,Big West
